09/14/13,04:10 PM,04:10 PM,Marlins at Mets,Citi Field,"Local TV: WPIX ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",09/14/13,09/14/13,07:10 PM,07:10 PM,FALSE,TRUE,09/14/13,03:10 PM,03:10 PM,FREE,BUSY
09/14/13,03:33 AM,03:33 AM,Marlins at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",09/14/13,09/14/13,06:33 AM,06:33 AM,FALSE,TRUE,09/14/13,02:33 AM,02:33 AM,FREE,BUSY
09/15/13,01:10 PM,01:10 PM,Marlins at Mets,Citi Field,"Local TV: WPIX ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",09/15/13,09/15/13,04:10 PM,04:10 PM,FALSE,TRUE,09/15/13,12:10 PM,12:10 PM,FREE,BUSY
09/17/13,07:10 PM,07:10 PM,Giants at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM -- WEPN 1050",09/17/13,09/17/13,10:10 PM,10:10 PM,FALSE,TRUE,09/17/13,06:10 PM,06:10 PM,FREE,BUSY
09/18/13,07:10 PM,07:10 PM,Giants at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",09/18/13,09/18/13,10:10 PM,10:10 PM,FALSE,TRUE,09/18/13,06:10 PM,06:10 PM,FREE,BUSY
09/19/13,01:10 PM,01:10 PM,Giants at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",09/19/13,09/19/13,04:10 PM,04:10 PM,FALSE,TRUE,09/19/13,12:10 PM,12:10 PM,FREE,BUSY
09/26/13,07:10 PM,07:10 PM,Brewers at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",09/26/13,09/26/13,10:10 PM,10:10 PM,FALSE,TRUE,09/26/13,06:10 PM,06:10 PM,FREE,BUSY
09/27/13,07:10 PM,07:10 PM,Brewers at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",09/27/13,09/27/13,10:10 PM,10:10 PM,FALSE,TRUE,09/27/13,06:10 PM,06:10 PM,FREE,BUSY
09/28/13,04:10 PM,04:10 PM,Brewers at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WEPN 1050 -- WFAN 660/101.9 FM",09/28/13,09/28/13,07:10 PM,07:10 PM,FALSE,TRUE,09/28/13,03:10 PM,03:10 PM,FREE,BUSY
09/29/13,01:10 PM,01:10 PM,Brewers at Mets,Citi Field,"Local TV: SNY ----- Local Radio: WFAN 660/101.9 FM",09/29/13,09/29/13,04:10 PM,04:10 PM,FALSE,TRUE,09/29/13,12:10 PM,12:10 PM,FREE,BUSY
