p_nta_code,p_nta_name,d_nta_code,d_nta_name,num_trips
JFK,John F Kennedy International Airport,MN40,Upper East Side-Carnegie Hill,54514
MN34,East Harlem North,MN34,East Harlem North,54475
LGA,La Guardia Airport,MN22,East Village,54385
MN33,East Harlem South,MN19,Turtle Bay-East Midtown,54290
MN23,West Village,JFK,John F Kennedy International Airport,54033
MN99,park-cemetery-etc-Manhattan,MN20,Murray Hill-Kips Bay,53594
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MN33,East Harlem South,52834
MN27,Chinatown,MN32,Yorkville,52741
MN25,Battery Park City-Lower Manhattan,MN32,Yorkville,52230
LGA,La Guardia Airport,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,52156
MN34,East Harlem North,MN32,Yorkville,51725
BK73,North Side-South Side,MN22,East Village,51683
MN17,Midtown-Midtown South,QN72,Steinway,51645
QN68,Queensbridge-Ravenswood-Long Island City,QN68,Queensbridge-Ravenswood-Long Island City,51364
MN28,Lower East Side,MN28,Lower East Side,51226
MN12,Upper West Side,JFK,John F Kennedy International Airport,51194
MN11,Central Harlem South,MN09,Morningside Heights,50878
MN24,SoHo-TriBeCa-Civic Center-Little Italy,JFK,John F Kennedy International Airport,50830
MN09,Morningside Heights,MN15,Clinton,50815
MN50,Stuyvesant Town-Cooper Village,MN20,Murray Hill-Kips Bay,50385
BK73,North Side-South Side,MN23,West Village,50160
BK73,North Side-South Side,MN24,SoHo-TriBeCa-Civic Center-Little Italy,50073
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,QN31,Hunters Point-Sunnyside-West Maspeth,49933
MN50,Stuyvesant Town-Cooper Village,MN19,Turtle Bay-East Midtown,49731
MN12,Upper West Side,MN21,Gramercy,49683
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN24,SoHo-TriBeCa-Civic Center-Little Italy,49368
JFK,John F Kennedy International Airport,MN32,Yorkville,49368
MN12,Upper West Side,MN22,East Village,48753
LGA,La Guardia Airport,QN31,Hunters Point-Sunnyside-West Maspeth,48510
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,QN70,Astoria,48498
MN21,Gramercy,LGA,La Guardia Airport,48064
MN17,Midtown-Midtown South,BK76,Greenpoint,48032
MN14,Lincoln Square,MN33,East Harlem South,47776
MN23,West Village,MN09,Morningside Heights,47508
MN99,park-cemetery-etc-Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy,47328
JFK,John F Kennedy International Airport,BK73,North Side-South Side,47095
MN22,East Village,MN50,Stuyvesant Town-Cooper Village,47087
MN28,Lower East Side,MN20,Murray Hill-Kips Bay,46821
QN31,Hunters Point-Sunnyside-West Maspeth,MN17,Midtown-Midtown South,46416
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK33,Carroll Gardens-Columbia Street-Red Hook,46394
MN15,Clinton,MN36,Washington Heights South,46317
MN40,Upper East Side-Carnegie Hill,JFK,John F Kennedy International Airport,46229
MN34,East Harlem North,MN40,Upper East Side-Carnegie Hill,46003
MN17,Midtown-Midtown South,BK09,Brooklyn Heights-Cobble Hill,45319
LGA,La Guardia Airport,BK73,North Side-South Side,45206
MN25,Battery Park City-Lower Manhattan,JFK,John F Kennedy International Airport,44947
MN27,Chinatown,MN40,Upper East Side-Carnegie Hill,44864
MN28,Lower East Side,MN25,Battery Park City-Lower Manhattan,44714
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK37,Park Slope-Gowanus,44531
MN25,Battery Park City-Lower Manhattan,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,44403
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MN11,Central Harlem South,44341
MN28,Lower East Side,MN27,Chinatown,44339
MN23,West Village,BK09,Brooklyn Heights-Cobble Hill,44316
MN28,Lower East Side,MN21,Gramercy,44214
MN19,Turtle Bay-East Midtown,MN09,Morningside Heights,44095
MN22,East Village,BK37,Park Slope-Gowanus,44060
MN14,Lincoln Square,MN11,Central Harlem South,43995
MN28,Lower East Side,MN19,Turtle Bay-East Midtown,43743
LGA,La Guardia Airport,BK37,Park Slope-Gowanus,43641
MN31,Lenox Hill-Roosevelt Island,MN27,Chinatown,43449
MN27,Chinatown,BK90,East Williamsburg,43429
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK76,Greenpoint,43352
MN20,Murray Hill-Kips Bay,MN33,East Harlem South,43125
MN22,East Village,LGA,La Guardia Airport,42857
MN32,Yorkville,MN09,Morningside Heights,42602
JFK,John F Kennedy International Airport,BK37,Park Slope-Gowanus,42548
MN12,Upper West Side,MN06,Manhattanville,42546
MN15,Clinton,MN33,East Harlem South,42486
MN22,East Village,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,41840
MN27,Chinatown,MN12,Upper West Side,41532
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK73,North Side-South Side,41430
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK90,East Williamsburg,41377
MN15,Clinton,MN11,Central Harlem South,41255
LGA,La Guardia Airport,QN70,Astoria,41017
JFK,John F Kennedy International Airport,MN22,East Village,40909
MN11,Central Harlem South,MN17,Midtown-Midtown South,40837
MN09,Morningside Heights,MN99,park-cemetery-etc-Manhattan,40674
MN23,West Village,BK33,Carroll Gardens-Columbia Street-Red Hook,40598
MN31,Lenox Hill-Roosevelt Island,QN31,Hunters Point-Sunnyside-West Maspeth,40535
MN17,Midtown-Midtown South,MN04,Hamilton Heights,40490
MN33,East Harlem South,MN14,Lincoln Square,40115
MN19,Turtle Bay-East Midtown,MN34,East Harlem North,39834
MN27,Chinatown,BK76,Greenpoint,39801
MN20,Murray Hill-Kips Bay,QN31,Hunters Point-Sunnyside-West Maspeth,39723
MN15,Clinton,QN70,Astoria,39687
MN14,Lincoln Square,MN36,Washington Heights South,39649
MN11,Central Harlem South,MN11,Central Harlem South,39617
MN14,Lincoln Square,JFK,John F Kennedy International Airport,39487
QN31,Hunters Point-Sunnyside-West Maspeth,QN70,Astoria,39458
BK76,Greenpoint,BK73,North Side-South Side,39387
MN25,Battery Park City-Lower Manhattan,MN99,park-cemetery-etc-Manhattan,39016
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MN36,Washington Heights South,38959
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN17,Midtown-Midtown South,38919
MN09,Morningside Heights,MN36,Washington Heights South,38913
MN23,West Village,QN70,Astoria,38902
MN23,West Village,BK76,Greenpoint,38833
MN31,Lenox Hill-Roosevelt Island,MN09,Morningside Heights,38615
MN21,Gramercy,MN50,Stuyvesant Town-Cooper Village,38507
MN09,Morningside Heights,MN19,Turtle Bay-East Midtown,38484
BK73,North Side-South Side,BK75,Bedford,38430
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK09,Brooklyn Heights-Cobble Hill,38364
MN17,Midtown-Midtown South,MN35,Washington Heights North,38330
JFK,John F Kennedy International Airport,LGA,La Guardia Airport,38291
MN17,Midtown-Midtown South,BK33,Carroll Gardens-Columbia Street-Red Hook,38159
MN23,West Village,QN31,Hunters Point-Sunnyside-West Maspeth,38067
MN99,park-cemetery-etc-Manhattan,MN09,Morningside Heights,37689
MN23,West Village,BK90,East Williamsburg,37682
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK69,Clinton Hill,37622
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK33,Carroll Gardens-Columbia Street-Red Hook,37331
BK73,North Side-South Side,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,37311
BK33,Carroll Gardens-Columbia Street-Red Hook,BK33,Carroll Gardens-Columbia Street-Red Hook,37200
MN31,Lenox Hill-Roosevelt Island,MN28,Lower East Side,37106
BK90,East Williamsburg,BK73,North Side-South Side,37105
MN27,Chinatown,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,36829
MN22,East Village,BK90,East Williamsburg,36826
MN12,Upper West Side,MN35,Washington Heights North,36814
JFK,John F Kennedy International Airport,QN31,Hunters Point-Sunnyside-West Maspeth,36800
MN22,East Village,BK76,Greenpoint,36747
MN31,Lenox Hill-Roosevelt Island,QN70,Astoria,36711
MN40,Upper East Side-Carnegie Hill,MN27,Chinatown,36601
MN31,Lenox Hill-Roosevelt Island,JFK,John F Kennedy International Airport,36519
JFK,John F Kennedy International Airport,MN21,Gramercy,36338
JFK,John F Kennedy International Airport,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,36174
LGA,La Guardia Airport,JFK,John F Kennedy International Airport,36169
BK33,Carroll Gardens-Columbia Street-Red Hook,BK37,Park Slope-Gowanus,36063
MN19,Turtle Bay-East Midtown,BK73,North Side-South Side,36046
MN09,Morningside Heights,MN32,Yorkville,35770
MN23,West Village,BK69,Clinton Hill,35640
MN33,East Harlem South,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,35560
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK76,Greenpoint,35299
MN23,West Village,MN33,East Harlem South,35202
BK73,North Side-South Side,MN28,Lower East Side,35178
BK73,North Side-South Side,BK37,Park Slope-Gowanus,34954
MN09,Morningside Heights,MN31,Lenox Hill-Roosevelt Island,34904
MN50,Stuyvesant Town-Cooper Village,MN21,Gramercy,34881
QN72,Steinway,QN72,Steinway,34844
BK33,Carroll Gardens-Columbia Street-Red Hook,BK09,Brooklyn Heights-Cobble Hill,34799
MN32,Yorkville,JFK,John F Kennedy International Airport,34689
MN17,Midtown-Midtown South,QN71,Old Astoria,34595
MN34,East Harlem North,MN12,Upper West Side,34581
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MN03,Central Harlem North-Polo Grounds,34483
BK73,North Side-South Side,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,34417
MN27,Chinatown,MN14,Lincoln Square,34341
LGA,La Guardia Airport,MN09,Morningside Heights,34098
QN31,Hunters Point-Sunnyside-West Maspeth,MN19,Turtle Bay-East Midtown,34072
MN15,Clinton,MN28,Lower East Side,33903
BK73,North Side-South Side,BK77,Bushwick North,33860
MN34,East Harlem North,MN11,Central Harlem South,33790
BK73,North Side-South Side,MN17,Midtown-Midtown South,33644
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK33,Carroll Gardens-Columbia Street-Red Hook,33449
BK73,North Side-South Side,BK69,Clinton Hill,33306
MN50,Stuyvesant Town-Cooper Village,MN22,East Village,33228
MN11,Central Harlem South,MN34,East Harlem North,32939
MN22,East Village,QN70,Astoria,32781
MN99,park-cemetery-etc-Manhattan,MN25,Battery Park City-Lower Manhattan,32747
MN17,Midtown-Midtown South,QN28,Jackson Heights,32639
MN27,Chinatown,BK37,Park Slope-Gowanus,32592
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MN34,East Harlem North,32419
MN09,Morningside Heights,MN04,Hamilton Heights,32323
MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN50,Stuyvesant Town-Cooper Village,32170
MN15,Clinton,MN03,Central Harlem North-Polo Grounds,32100
MN25,Battery Park City-Lower Manhattan,BK73,North Side-South Side,32060
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK68,Fort Greene,32008
MN31,Lenox Hill-Roosevelt Island,MN50,Stuyvesant Town-Cooper Village,31675
MN15,Clinton,QN31,Hunters Point-Sunnyside-West Maspeth,31637
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN23,West Village,31498
LGA,La Guardia Airport,QN72,Steinway,31479
MN20,Murray Hill-Kips Bay,BK73,North Side-South Side,31368
MN40,Upper East Side-Carnegie Hill,MN03,Central Harlem North-Polo Grounds,31340
MN20,Murray Hill-Kips Bay,QN70,Astoria,31297
MN19,Turtle Bay-East Midtown,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,31188
BK33,Carroll Gardens-Columbia Street-Red Hook,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,31163
MN09,Morningside Heights,MN33,East Harlem South,31120
MN22,East Village,JFK,John F Kennedy International Airport,31025
MN15,Clinton,MN04,Hamilton Heights,30766
MN40,Upper East Side-Carnegie Hill,QN31,Hunters Point-Sunnyside-West Maspeth,30764
MN50,Stuyvesant Town-Cooper Village,MN24,SoHo-TriBeCa-Civic Center-Little Italy,30763
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK69,Clinton Hill,30755
MN09,Morningside Heights,MN03,Central Harlem North-Polo Grounds,30684
MN17,Midtown-Midtown South,BK69,Clinton Hill,30547
QN70,Astoria,QN72,Steinway,30236
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,29920
MN09,Morningside Heights,MN06,Manhattanville,29608
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN25,Battery Park City-Lower Manhattan,29498
MN32,Yorkville,MN27,Chinatown,29402
LGA,La Guardia Airport,MN99,park-cemetery-etc-Manhattan,29225
MN17,Midtown-Midtown South,BK90,East Williamsburg,29167
MN11,Central Harlem South,MN40,Upper East Side-Carnegie Hill,29162
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK90,East Williamsburg,29162
MN34,East Harlem North,MN31,Lenox Hill-Roosevelt Island,29050
MN21,Gramercy,JFK,John F Kennedy International Airport,29036
MN22,East Village,QN31,Hunters Point-Sunnyside-West Maspeth,28939
MN34,East Harlem North,MN17,Midtown-Midtown South,28934
MN40,Upper East Side-Carnegie Hill,QN70,Astoria,28932
MN17,Midtown-Midtown South,QN68,Queensbridge-Ravenswood-Long Island City,28923
MN28,Lower East Side,BK73,North Side-South Side,28888
MN23,West Village,BK68,Fort Greene,28872
BK76,Greenpoint,BK76,Greenpoint,28805
MN27,Chinatown,BK78,Bushwick South,28687
MN33,East Harlem South,MN09,Morningside Heights,28612
MN25,Battery Park City-Lower Manhattan,BK37,Park Slope-Gowanus,28506
MN09,Morningside Heights,LGA,La Guardia Airport,28474
BK09,Brooklyn Heights-Cobble Hill,MN24,SoHo-TriBeCa-Civic Center-Little Italy,28424
MN22,East Village,MN33,East Harlem South,28381
MN99,park-cemetery-etc-Manhattan,MN33,East Harlem South,28281
MN17,Midtown-Midtown South,QN17,Forest Hills,28141
MN33,East Harlem South,MN99,park-cemetery-etc-Manhattan,27944
LGA,La Guardia Airport,MN27,Chinatown,27840
MN09,Morningside Heights,MN23,West Village,27822
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MN04,Hamilton Heights,27803
MN32,Yorkville,MN11,Central Harlem South,27759
MN33,East Harlem South,MN11,Central Harlem South,27740
JFK,John F Kennedy International Airport,QN17,Forest Hills,27399
MN19,Turtle Bay-East Midtown,BK37,Park Slope-Gowanus,27324
MN40,Upper East Side-Carnegie Hill,MN28,Lower East Side,27108
BK37,Park Slope-Gowanus,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,27031
MN19,Turtle Bay-East Midtown,MN11,Central Harlem South,26999
QN70,Astoria,QN31,Hunters Point-Sunnyside-West Maspeth,26782
MN25,Battery Park City-Lower Manhattan,MN50,Stuyvesant Town-Cooper Village,26673
QN70,Astoria,QN68,Queensbridge-Ravenswood-Long Island City,26570
BK33,Carroll Gardens-Columbia Street-Red Hook,MN24,SoHo-TriBeCa-Civic Center-Little Italy,26423
MN21,Gramercy,BK73,North Side-South Side,26019
MN14,Lincoln Square,MN34,East Harlem North,25983
MN21,Gramercy,MN99,park-cemetery-etc-Manhattan,25767
MN33,East Harlem South,MN15,Clinton,25684
MN23,West Village,MN11,Central Harlem South,25594
MN23,West Village,BK78,Bushwick South,25549
MN23,West Village,BK61,Crown Heights North,25546
BK09,Brooklyn Heights-Cobble Hill,BK33,Carroll Gardens-Columbia Street-Red Hook,25537
MN15,Clinton,MN34,East Harlem North,25483
MN22,East Village,BK78,Bushwick South,25303
MN14,Lincoln Square,MN27,Chinatown,25266
JFK,John F Kennedy International Airport,MN27,Chinatown,24984
MN22,East Village,BK69,Clinton Hill,24950
MN20,Murray Hill-Kips Bay,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,24949
MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN09,Morningside Heights,24822
BK73,North Side-South Side,BK61,Crown Heights North,24766
MN19,Turtle Bay-East Midtown,BK09,Brooklyn Heights-Cobble Hill,24756
MN24,SoHo-TriBeCa-Civic Center-Little Italy,QN31,Hunters Point-Sunnyside-West Maspeth,24656
MN15,Clinton,MN35,Washington Heights North,24570
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN27,Chinatown,24568
MN50,Stuyvesant Town-Cooper Village,MN25,Battery Park City-Lower Manhattan,24548
MN11,Central Harlem South,MN03,Central Harlem North-Polo Grounds,24540
MN22,East Village,MN99,park-cemetery-etc-Manhattan,24528
QN70,Astoria,MN17,Midtown-Midtown South,24525
MN19,Turtle Bay-East Midtown,QN72,Steinway,24376
MN23,West Village,BK75,Bedford,24186
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK68,Fort Greene,24136
MN17,Midtown-Midtown South,QN63,Woodside,24014
MN99,park-cemetery-etc-Manhattan,LGA,La Guardia Airport,23893
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK09,Brooklyn Heights-Cobble Hill,23890
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,MN19,Turtle Bay-East Midtown,23853
QN31,Hunters Point-Sunnyside-West Maspeth,MN31,Lenox Hill-Roosevelt Island,23778
MN32,Yorkville,MN28,Lower East Side,23632
MN14,Lincoln Square,MN03,Central Harlem North-Polo Grounds,23525
MN33,East Harlem South,MN20,Murray Hill-Kips Bay,23389
MN21,Gramercy,MN33,East Harlem South,23286
MN15,Clinton,BK73,North Side-South Side,23203
MN34,East Harlem North,MN09,Morningside Heights,23175
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK75,Bedford,23166
JFK,John F Kennedy International Airport,QN70,Astoria,23155
BK09,Brooklyn Heights-Cobble Hill,MN17,Midtown-Midtown South,23143
MN23,West Village,MN36,Washington Heights South,23124
MN40,Upper East Side-Carnegie Hill,MN36,Washington Heights South,23085
MN20,Murray Hill-Kips Bay,MN09,Morningside Heights,22920
LGA,La Guardia Airport,QN17,Forest Hills,22856
LGA,La Guardia Airport,BK76,Greenpoint,22837
JFK,John F Kennedy International Airport,MN09,Morningside Heights,22831
BK09,Brooklyn Heights-Cobble Hill,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,22791
MN20,Murray Hill-Kips Bay,MN34,East Harlem North,22648
LGA,La Guardia Airport,MN33,East Harlem South,22510
MN27,Chinatown,BK75,Bedford,22487
MN22,East Village,MN09,Morningside Heights,22465
MN17,Midtown-Midtown South,BK68,Fort Greene,22439
MN25,Battery Park City-Lower Manhattan,BK09,Brooklyn Heights-Cobble Hill,22262
LGA,La Guardia Airport,BK33,Carroll Gardens-Columbia Street-Red Hook,22227
MN27,Chinatown,BK69,Clinton Hill,22203
MN22,East Village,BK09,Brooklyn Heights-Cobble Hill,22155
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MN35,Washington Heights North,22154
LGA,La Guardia Airport,QN28,Jackson Heights,22050
BK37,Park Slope-Gowanus,BK33,Carroll Gardens-Columbia Street-Red Hook,21960
MN31,Lenox Hill-Roosevelt Island,MN11,Central Harlem South,21959
MN11,Central Harlem South,MN14,Lincoln Square,21952
MN06,Manhattanville,MN09,Morningside Heights,21797
BK90,East Williamsburg,BK76,Greenpoint,21794
MN17,Midtown-Midtown South,MN06,Manhattanville,21775
LGA,La Guardia Airport,BK09,Brooklyn Heights-Cobble Hill,21721
MN22,East Village,BK33,Carroll Gardens-Columbia Street-Red Hook,21690
BK73,North Side-South Side,BK33,Carroll Gardens-Columbia Street-Red Hook,21648
MN12,Upper West Side,MN27,Chinatown,21515
MN11,Central Harlem South,MN33,East Harlem South,21452
MN17,Midtown-Midtown South,BK61,Crown Heights North,21420
BK90,East Williamsburg,BK90,East Williamsburg,21414
MN17,Midtown-Midtown South,BK75,Bedford,21411
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK78,Bushwick South,21393
LGA,La Guardia Airport,BK90,East Williamsburg,21379
JFK,John F Kennedy International Airport,QN76,Baisley Park,21375
BK33,Carroll Gardens-Columbia Street-Red Hook,MN17,Midtown-Midtown South,21372
JFK,John F Kennedy International Airport,BK61,Crown Heights North,21345
LGA,La Guardia Airport,MN28,Lower East Side,21304
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK69,Clinton Hill,21235
MN99,park-cemetery-etc-Manhattan,MN11,Central Harlem South,21195
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,QN72,Steinway,21185
MN03,Central Harlem North-Polo Grounds,MN03,Central Harlem North-Polo Grounds,21114
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK68,Fort Greene,21076
MN24,SoHo-TriBeCa-Civic Center-Little Italy,BK61,Crown Heights North,21055
MN22,East Village,BK75,Bedford,20994
MN28,Lower East Side,MN31,Lenox Hill-Roosevelt Island,20876
MN25,Battery Park City-Lower Manhattan,BK33,Carroll Gardens-Columbia Street-Red Hook,20740
MN24,SoHo-TriBeCa-Civic Center-Little Italy,MN33,East Harlem South,20710
MN27,Chinatown,MN50,Stuyvesant Town-Cooper Village,20684
MN20,Murray Hill-Kips Bay,BK37,Park Slope-Gowanus,20622
LGA,La Guardia Airport,MN11,Central Harlem South,20568
MN19,Turtle Bay-East Midtown,QN71,Old Astoria,20556
MN23,West Village,BK64,Prospect Heights,20516
MN14,Lincoln Square,MN04,Hamilton Heights,20508
BK37,Park Slope-Gowanus,BK73,North Side-South Side,20444
JFK,John F Kennedy International Airport,BK76,Greenpoint,20309
MN23,West Village,MN34,East Harlem North,20161
MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BK75,Bedford,19891
JFK,John F Kennedy International Airport,BK33,Carroll Gardens-Columbia Street-Red Hook,19854
MN23,West Village,MN03,Central Harlem North-Polo Grounds,19813
MN19,Turtle Bay-East Midtown,MN03,Central Harlem North-Polo Grounds,19752
QN28,Jackson Heights,QN28,Jackson Heights,19672
MN22,East Village,BK61,Crown Heights North,19595
BK68,Fort Greene,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,19557
MN31,Lenox Hill-Roosevelt Island,MN36,Washington Heights South,19439
